0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027799,0.019706,0.014388,0.014272,0.014008,0.013522,0.013295,0.013077,0.012465,0.012155,0.01211,0.012002,0.011777,0.011717,0.011476,0.01109,0.010736,0.01072,0.010557,0.010349,0.01032,0.010241,0.010205,0.010095,0.0097698,0.00951,0.009406,0.0092997,0.0092165,0.009201,0.0089116,0.0087858,0.008731,0.0086506,0.008511,0.0084819,0.0083417,0.0082597,0.0082553,0.0081976,0.0081899,0.008156,0.0081411,0.007988,0.0078346,0.0077417,0.0076549,0.0073378,0.0073285,0.0072859,0.0071726,0.0071565,0.0070078,0.006763,0.0067601,0.0067227,0.0067062,0.0066843,0.0066453,0.0065818,0.0065804,0.0065771,0.0065588,0.0065477,0.0064906,0.0063359,0.0063313,0.0062787,0.0062361,0.006209,0.0060602,0.0060534,0.0059205,0.0059096,0.0058844,0.0058259,0.0057689,0.0057045,0.0056786,0.0056547,0.0056163,0.0055992,0.0055941,0.0054797,0.0054069,0.0053511,0.0053118,0.0052806,0.0052151,0.005209,0.0051751,0.0051347,0.0050973,0.0049689,0.004922,0.0049047,0.0048956,0.0047863,0.0047686,0.0046778,0.0046679,0.0046558,0.0043741,0.0042923,0.0042551,0.0041836,0.0040814,0.004055,0.00404,0.0039962,0.0039924,0.0037892,0.0037712,0.003761,0.003734,0.0033748,0.0033544,0.0033524,0.0033126,0.0032928,0.0032829,0.0032195,0.0031985,0.0031072,0.0030465,0.0030152,0.0029884,0.0029848,0.0029434,0.0028473,0.0028084,0.0028053,0.0027403,0.0027106,0.0027059,0.0026491,0.0025918,0.0025596,0.0025568,0.0024571,0.0024402,0.0024327,0.0024261,0.0023902,0.0021656,0.0021366,0.0020716,0.0019714,0.0019476,0.0018682,0.0018592,0.0017524,0.001708,0.0016972,0.001648,0.0016095,0.001573,0.001439,0.0014233,0.0011213,0.0010509,0.0010485,0.0010331,0.00088987,0.00071675,0.00055392
0.0095995,0.0093977,0.0091135,0.0084162,0.008314,0.0082154,0.0082096,0.0081472,0.0081051,0.0080628,0.0080601,0.0080526,0.0080464,0.0079864,0.0079543,0.0079506,0.0079227,0.0078936,0.0078844,0.0078393,0.0077817,0.0077716,0.007767,0.0077315,0.0077242,0.0077057,0.0077023,0.0076785,0.0076697,0.0076396,0.0076198,0.0076137,0.0075967,0.0075924,0.0075774,0.0075742,0.0075711,0.007556,0.0075544,0.0075357,0.0075086,0.0075069,0.007501,0.0074814,0.0074769,0.0074743,0.0074671,0.0074537,0.0074345,0.0074285,0.0073964,0.007393,0.0073808,0.0073545,0.0073485,0.0073283,0.0073124,0.0072941,0.0072456,0.0072382,0.0072164,0.0071406,0.0071386,0.007133,0.0071201,0.0071183,0.0071136,0.00709,0.0070898,0.0070309,0.0070203,0.0070077,0.0069728,0.0069389,0.0069196,0.0068903,0.006885,0.0068702,0.0068673,0.006806,0.0067963,0.0067806,0.0067711,0.0067582,0.0067532,0.0067431,0.0067224,0.0066976,0.0066575,0.0066338,0.0066115,0.0065865,0.0065771,0.0065495,0.0065217,0.006506,0.0064888,0.0064821,0.0064527,0.0064249,0.0063944,0.0063906,0.0063694,0.0063466,0.006314,0.0062052,0.0061818,0.0061775,0.0061603,0.0061534,0.0061261,0.0060646,0.0060465,0.0059895,0.0059828,0.0058748,0.0056584,0.0056173,0.0055837,0.0055657,0.0052318,0.0051813,0.0051397,0.0050251,0.0049585,0.0048023,0.0046941,0.0046726,0.0046214,0.0045344,0.0043859,0.0043803,0.0041859,0.0041715,0.0041481,0.0039171,0.0038831,0.0038664,0.003848,0.0036654,0.0036162,0.0030897,0.0028747,0.0028591,0.0027783,0.002718,0.0026033,0.002601,0.0025596,0.0025088,0.0022095,0.0021106,0.0019403,0.0017931,0.0016424,0.0016189,0.0015645,0.0014948,0.0014844,0.0013243,0.0011286,0.0010604,0.00098777,0.00067834,0.00065061,0.0005438
