0,0.001,0.01,0.1,1,10,100,1000
1,0.95995,0.95995,0.95995,0.95995,0.95995,0.95996,0.96006
2,0.93977,0.93977,0.93977,0.93977,0.93977,0.93978,0.9399
3,0.91135,0.91135,0.91135,0.91135,0.91135,0.91136,0.91149
4,0.84162,0.84162,0.84162,0.84162,0.84162,0.84165,0.84191
5,0.8314,0.8314,0.8314,0.8314,0.8314,0.8314,0.83148
6,0.82154,0.82154,0.82154,0.82154,0.82154,0.82155,0.82161
7,0.82096,0.82096,0.82096,0.82096,0.82097,0.82098,0.82108
8,0.81472,0.81472,0.81472,0.81472,0.81472,0.81473,0.81482
9,0.81051,0.81051,0.81051,0.81051,0.81051,0.81053,0.81065
10,0.80628,0.80628,0.80628,0.80628,0.80628,0.80629,0.80637
11,0.80601,0.80601,0.80601,0.80601,0.80601,0.80602,0.80615
12,0.80526,0.80526,0.80526,0.80526,0.80526,0.80526,0.80533
13,0.80464,0.80464,0.80464,0.80464,0.80464,0.80467,0.80497
14,0.79864,0.79864,0.79864,0.79864,0.79864,0.79865,0.79872
15,0.79543,0.79543,0.79543,0.79543,0.79544,0.79544,0.79551
16,0.79506,0.79506,0.79506,0.79506,0.79506,0.79506,0.79511
17,0.79227,0.79227,0.79227,0.79227,0.79227,0.79227,0.79235
18,0.78936,0.78936,0.78936,0.78936,0.78936,0.78936,0.78941
19,0.78844,0.78844,0.78844,0.78844,0.78844,0.78844,0.7885
20,0.78393,0.78393,0.78393,0.78393,0.78393,0.78394,0.78398
21,0.77817,0.77817,0.77817,0.77817,0.77817,0.77818,0.77819
22,0.77716,0.77716,0.77716,0.77716,0.77716,0.77717,0.77721
23,0.7767,0.7767,0.7767,0.7767,0.7767,0.77671,0.77676
24,0.77315,0.77315,0.77315,0.77315,0.77315,0.77316,0.77321
25,0.77242,0.77242,0.77242,0.77242,0.77242,0.77243,0.77246
26,0.77057,0.77057,0.77057,0.77057,0.77057,0.77059,0.77083
27,0.77023,0.77023,0.77023,0.77023,0.77023,0.77024,0.77033
28,0.76785,0.76785,0.76785,0.76785,0.76785,0.76786,0.76795
29,0.76697,0.76697,0.76697,0.76697,0.76697,0.76698,0.76712
30,0.76396,0.76396,0.76396,0.76396,0.76396,0.76397,0.764
31,0.76198,0.76198,0.76198,0.76198,0.76198,0.76198,0.76203
32,0.76137,0.76137,0.76137,0.76137,0.76137,0.76137,0.76139
33,0.75967,0.75967,0.75967,0.75967,0.75968,0.75968,0.75995
34,0.75924,0.75924,0.75924,0.75924,0.75925,0.75931,0.75973
35,0.75774,0.75774,0.75774,0.75774,0.75774,0.75775,0.75777
36,0.75742,0.75742,0.75742,0.75742,0.75742,0.75743,0.7575
37,0.75711,0.75711,0.75711,0.75711,0.75712,0.75712,0.75717
38,0.7556,0.7556,0.7556,0.7556,0.7556,0.75561,0.75571
39,0.75544,0.75544,0.75544,0.75544,0.75544,0.75545,0.75559
40,0.75357,0.75357,0.75357,0.75357,0.75357,0.75358,0.75366
41,0.75086,0.75086,0.75086,0.75086,0.75086,0.75087,0.75091
42,0.75069,0.75069,0.75069,0.75069,0.75069,0.75069,0.75073
43,0.7501,0.7501,0.7501,0.7501,0.7501,0.75011,0.75021
44,0.74814,0.74814,0.74814,0.74814,0.74814,0.74816,0.74833
45,0.74769,0.74769,0.74769,0.74769,0.74769,0.7477,0.74778
46,0.74743,0.74743,0.74743,0.74743,0.74743,0.74743,0.74747
47,0.74671,0.74671,0.74671,0.74671,0.74671,0.74672,0.74681
48,0.74537,0.74537,0.74537,0.74537,0.74537,0.74538,0.74542
49,0.74345,0.74345,0.74345,0.74345,0.74345,0.74346,0.74354
50,0.74285,0.74285,0.74285,0.74285,0.74285,0.74287,0.743
51,0.73964,0.73964,0.73964,0.73964,0.73964,0.73965,0.73973
52,0.7393,0.7393,0.7393,0.7393,0.7393,0.7393,0.73936
53,0.73808,0.73808,0.73808,0.73808,0.73808,0.73808,0.73807
54,0.73545,0.73545,0.73545,0.73545,0.73545,0.73546,0.7355
55,0.73485,0.73485,0.73485,0.73485,0.73485,0.73486,0.73494
56,0.73283,0.73283,0.73283,0.73283,0.73283,0.73284,0.73293
57,0.73124,0.73124,0.73124,0.73124,0.73124,0.73126,0.73138
58,0.72941,0.72941,0.72941,0.72941,0.72941,0.72941,0.72943
59,0.72456,0.72456,0.72456,0.72456,0.72456,0.72457,0.72466
60,0.72382,0.72382,0.72382,0.72382,0.72382,0.72382,0.72382
61,0.72164,0.72164,0.72164,0.72164,0.72164,0.72164,0.72171
62,0.71406,0.71406,0.71406,0.71406,0.71406,0.71407,0.71409
63,0.71386,0.71386,0.71386,0.71386,0.71386,0.71387,0.71389
64,0.7133,0.7133,0.7133,0.7133,0.7133,0.7133,0.71335
