0,0.001,0.01,0.1,1,10,100,1000
10,0.62605,0.62605,0.62605,0.62605,0.62605,0.62605,0.62605
20,0.58403,0.58403,0.58403,0.58403,0.58403,0.58403,0.58403
30,0.58613,0.58613,0.58613,0.58613,0.58613,0.58613,0.58613
40,0.60294,0.60294,0.60294,0.60294,0.60294,0.60294,0.60294
50,0.61975,0.61975,0.61975,0.61975,0.61975,0.61975,0.61975
60,0.62605,0.62605,0.62605,0.62605,0.62605,0.62605,0.62605
70,0.61345,0.61345,0.61345,0.61345,0.61345,0.61345,0.61345
80,0.61975,0.61975,0.61975,0.61975,0.61975,0.61975,0.61975
90,0.64496,0.64496,0.64496,0.64496,0.64496,0.64496,0.64496
100,0.65336,0.65336,0.65336,0.65336,0.65336,0.65336,0.65336
