0.54125,0.54125,0.5396,0.5429,0.5429,0.53795,0.533,0.53795,0.5363,0.53135
0.5297,0.5396,0.54125,0.54455,0.54455,0.5495,0.5495,0.5495,0.5462,0.5396
0.52805,0.5198,0.533,0.5396,0.5429,0.5429,0.5462,0.53795,0.533,0.54125
0.52475,0.52475,0.5429,0.5396,0.54455,0.54785,0.54455,0.54785,0.54785,0.54125
0.52805,0.5231,0.533,0.5396,0.5429,0.54785,0.54455,0.53795,0.53465,0.54125
0.53465,0.533,0.5363,0.53795,0.5363,0.53135,0.5363,0.5396,0.53795,0.5396
0.54455,0.5495,0.5462,0.55116,0.54785,0.5429,0.5462,0.5462,0.54455,0.5462
0.5429,0.5462,0.5495,0.55281,0.5495,0.5495,0.5495,0.54785,0.54785,0.54785
0.54125,0.55116,0.55611,0.55446,0.55446,0.55446,0.55446,0.55446,0.55281,0.55611
0.54455,0.54455,0.54455,0.54455,0.54455,0.54455,0.54455,0.54455,0.54455,0.54455
