0.5132,0.5264,0.51815,0.51155,0.5198,0.51485,0.5132,0.5165,0.5198,0.5198
0.51485,0.51485,0.51485,0.5132,0.5132,0.5132,0.51485,0.51485,0.5165,0.51815
0.51155,0.51485,0.51155,0.51155,0.50825,0.51485,0.50495,0.50165,0.50495,0.51155
0.5198,0.51815,0.51815,0.51815,0.5132,0.51815,0.51815,0.5198,0.5198,0.5165
0.51155,0.51485,0.51155,0.5132,0.5099,0.50825,0.50495,0.51155,0.51155,0.51155
0.5,0.51155,0.5165,0.5198,0.51155,0.5165,0.51155,0.51155,0.51815,0.5231
0.5297,0.52145,0.52475,0.5198,0.5198,0.52475,0.52805,0.52805,0.52475,0.52145
0.52145,0.52475,0.5297,0.5264,0.52805,0.52475,0.52475,0.52475,0.52145,0.5231
0.5132,0.5132,0.51485,0.51815,0.5231,0.52145,0.5198,0.51815,0.5198,0.52145
0.51815,0.51815,0.51815,0.51815,0.51815,0.51815,0.51815,0.51815,0.51815,0.51815
