0.4256,0.46131,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
0.62798,0.5,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
0.62798,0.49702,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
0.62798,0.5,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
0.4256,0.4256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
0.62798,0.5,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
0.62798,0.5,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
