0,0.001,0.01,0.1,1,10,100,1000
20,0.62798,0.62798,0.62798,0.62798,0.62798,0.5,0.5
40,0.5,0.5,0.5,0.5,0.5,0.4256,0.4256
60,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
80,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
100,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
120,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
140,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
160,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
180,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
200,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256,0.4256
