0,20,40,60,80,100,120,140,160,180,200
288,0.012637,0.012746,0.012953,0.013119,0.013379,0.013404,0.014391,0.015255,0.014035,0.016494
289,0.012438,0.01274,0.012928,0.013092,0.013341,0.013353,0.014343,0.01525,0.013902,0.016459
290,0.012247,0.012503,0.012668,0.012858,0.013251,0.012986,0.014132,0.014873,0.013822,0.016395
291,0.012117,0.012374,0.012618,0.012855,0.013141,0.01295,0.01402,0.014849,0.013809,0.016213
292,0.012074,0.012217,0.012442,0.012752,0.013139,0.012821,0.013946,0.014695,0.013793,0.015772
293,0.011982,0.012209,0.012323,0.012646,0.012865,0.012799,0.013846,0.014564,0.013749,0.015607
294,0.011885,0.012084,0.012244,0.012519,0.012849,0.012787,0.013842,0.014463,0.013628,0.015452
295,0.011876,0.012013,0.012208,0.012406,0.012835,0.012774,0.013799,0.01445,0.013551,0.015407
296,0.011745,0.012007,0.012116,0.012352,0.012703,0.012645,0.013683,0.014384,0.013487,0.015339
297,0.011709,0.011981,0.012109,0.01232,0.012614,0.012393,0.013524,0.014298,0.0134,0.015281
298,0.011492,0.011776,0.01199,0.012223,0.012561,0.012328,0.013461,0.013997,0.013329,0.015019
299,0.011485,0.011673,0.011861,0.012162,0.012486,0.012307,0.013384,0.013867,0.013075,0.014842
300,0.011444,0.011615,0.011742,0.012044,0.012373,0.012262,0.013138,0.013839,0.012895,0.014805
301,0.011396,0.011608,0.011706,0.011993,0.012241,0.012242,0.013024,0.013826,0.012889,0.014679
302,0.011259,0.011499,0.011619,0.011927,0.012146,0.012106,0.013017,0.013681,0.012883,0.014563
303,0.011241,0.011469,0.01159,0.011903,0.012125,0.012052,0.012976,0.013607,0.012808,0.014492
304,0.011236,0.011418,0.011573,0.011824,0.012117,0.011905,0.01287,0.013487,0.012698,0.014456
305,0.011213,0.011371,0.011504,0.011713,0.012087,0.011861,0.012764,0.013417,0.012648,0.014288
306,0.011162,0.011328,0.011502,0.011711,0.011968,0.011852,0.012763,0.01334,0.012601,0.014067
307,0.011108,0.011312,0.011459,0.011684,0.011932,0.011728,0.01276,0.013321,0.012601,0.014043
308,0.011096,0.01129,0.011435,0.011662,0.011869,0.011672,0.012717,0.013306,0.012384,0.013974
309,0.011073,0.011169,0.011276,0.011487,0.011849,0.011575,0.012715,0.01322,0.012352,0.013954
310,0.010952,0.01108,0.011222,0.011476,0.011701,0.011549,0.012634,0.013211,0.01233,0.013919
311,0.010893,0.011071,0.011204,0.011435,0.011672,0.011516,0.012592,0.013187,0.012303,0.013902
312,0.010885,0.011047,0.011185,0.011349,0.011634,0.011472,0.012539,0.013185,0.012195,0.013779
313,0.010849,0.01102,0.011179,0.011284,0.011604,0.011462,0.012441,0.013051,0.012092,0.013691
314,0.010799,0.010986,0.011137,0.011281,0.011535,0.011444,0.0124,0.013025,0.012023,0.013665
315,0.010768,0.010935,0.011093,0.011273,0.011471,0.011323,0.01235,0.012786,0.012011,0.013509
316,0.010696,0.010875,0.010991,0.011263,0.011458,0.011322,0.012204,0.012743,0.011974,0.01343
317,0.010691,0.010856,0.01096,0.011203,0.011439,0.011222,0.012127,0.012678,0.011769,0.013323
318,0.010457,0.010694,0.010867,0.011109,0.011419,0.011191,0.012119,0.012627,0.011682,0.01312
319,0.010445,0.010637,0.010771,0.010988,0.011262,0.011074,0.012094,0.012446,0.011679,0.012905
320,0.01041,0.010551,0.010687,0.010984,0.0112,0.01096,0.011804,0.01227,0.011631,0.012885
321,0.010347,0.010476,0.010604,0.010861,0.011119,0.010911,0.011756,0.012092,0.011549,0.012865
322,0.010332,0.010458,0.010554,0.010693,0.010999,0.010849,0.011659,0.01207,0.011541,0.012853
323,0.010242,0.010382,0.01048,0.010673,0.010889,0.010784,0.011595,0.011951,0.011344,0.012381
324,0.010042,0.010228,0.010335,0.010553,0.010634,0.010677,0.01137,0.011614,0.010992,0.012316
325,0.0099839,0.010083,0.010186,0.010296,0.010631,0.010398,0.011093,0.01157,0.010826,0.012166
326,0.0098833,0.010073,0.010158,0.01029,0.010382,0.010287,0.010919,0.011435,0.010631,0.012163
327,0.0097661,0.0098115,0.0098829,0.010132,0.010349,0.010224,0.010867,0.011225,0.010618,0.011421
328,0.0096188,0.0097534,0.0098389,0.010016,0.0102,0.010128,0.010703,0.011088,0.010561,0.011411
329,0.0095986,0.0096972,0.0097845,0.0099955,0.01007,0.010096,0.010691,0.010967,0.010451,0.011397
330,0.0094985,0.009635,0.0097116,0.0099856,0.01004,0.010026,0.010476,0.010956,0.010281,0.011251
331,0.0094452,0.009502,0.0095838,0.0098691,0.00999,0.010011,0.010237,0.010496,0.010192,0.011128
332,0.0093338,0.0094529,0.0095659,0.0097074,0.0097923,0.0098171,0.010134,0.010421,0.010126,0.011027
333,0.0092578,0.0093451,0.0094332,0.0096197,0.0096993,0.0097421,0.010025,0.010297,0.01005,0.010898
334,0.0092432,0.0093132,0.0093701,0.0094041,0.0095202,0.0095217,0.0099939,0.010187,0.010026,0.010777
335,0.0091684,0.0092052,0.0092849,0.0093404,0.0093924,0.0094369,0.0097305,0.010053,0.0097517,0.010593
336,0.0088557,0.0089376,0.009029,0.009223,0.0093185,0.0093685,0.0095039,0.0097671,0.0094743,0.010505
337,0.0087885,0.0088325,0.0089053,0.0089837,0.0090711,0.0090184,0.0094301,0.009632,0.0093149,0.010485
338,0.0084865,0.0085584,0.008615,0.0088042,0.0088721,0.0089228,0.0091034,0.0092331,0.009305,0.0095733
339,0.0084246,0.008492,0.0085398,0.0085752,0.0087005,0.0085871,0.0090647,0.0092285,0.0091948,0.0094371
340,0.0083223,0.0083874,0.0084513,0.0085089,0.008655,0.008529,0.0089163,0.0091645,0.0087488,0.0093449
341,0.0079926,0.0080395,0.0080595,0.0080901,0.0081458,0.0081702,0.00832,0.0084536,0.0084266,0.0086679
342,0.0078619,0.0078801,0.0079072,0.0079397,0.0079677,0.0079749,0.0081107,0.0082368,0.0080141,0.0082514
343,0.0074483,0.0074559,0.0074691,0.0074822,0.0075025,0.0074864,0.0075965,0.0076554,0.0075253,0.0077182
