0,0.001,0.01,0.1,1,10,100,1000
2,0.65888,0.65888,0.65888,0.65888,0.65888,0.65888,0.67757
3,0.66355,0.66355,0.66355,0.66355,0.66355,0.66355,0.66355
4,0.65421,0.65421,0.65421,0.65421,0.65421,0.65421,0.66822
5,0.65421,0.65421,0.65421,0.65421,0.65421,0.65421,0.68224
6,0.65421,0.65421,0.65421,0.65421,0.65421,0.65421,0.65421
7,0.65421,0.65421,0.65421,0.65421,0.65421,0.65421,0.65421
8,0.65421,0.65421,0.65421,0.65421,0.65421,0.65421,0.65421
9,0.65421,0.6729,0.65421,0.6729,0.6729,0.6729,0.65421
